mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_leaf_size,param_metric,param_n_jobs,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0.012144088745117188,0.002156496047973633,0.24628019332885742,5.555152893066406e-05,ball_tree,20,manhattan,-1,25,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 25, 'weights': 'uniform'}",0.5994591346153847,0.5909288194444445,0.5951939770299146,0.004265157585470081,28
0.006392121315002441,0.0006917715072631836,0.28945302963256836,0.03792905807495117,ball_tree,20,manhattan,-1,27,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 27, 'weights': 'uniform'}",0.5942125582750584,0.5919325086805555,0.5930725334778069,0.0011400247972514488,55
0.00704646110534668,0.00029277801513671875,0.2584003210067749,0.013637185096740723,ball_tree,20,manhattan,-1,29,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 29, 'weights': 'uniform'}",0.5805242934149185,0.5953504774305556,0.587937385422737,0.007413092007818534,154
0.005496382713317871,0.0009688138961791992,0.27690446376800537,0.006785750389099121,ball_tree,20,manhattan,-1,31,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 31, 'weights': 'uniform'}",0.5755754662004663,0.6035698784722222,0.5895726723363443,0.01399720613587796,109
0.007567882537841797,0.0014791488647460938,0.27434027194976807,0.03016340732574463,ball_tree,20,manhattan,-1,33,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 33, 'weights': 'uniform'}",0.5675571824009324,0.6016438802083331,0.5846005313046327,0.01704334890370035,217
0.005814313888549805,0.001210927963256836,0.2958974838256836,0.019472122192382812,ball_tree,20,manhattan,-1,35,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 35, 'weights': 'uniform'}",0.5611933639277389,0.6066080729166666,0.5839007184222027,0.02270735449446387,253
0.007523894309997559,0.001286149024963379,0.27118515968322754,0.02077317237854004,ball_tree,20,manhattan,-1,37,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 37, 'weights': 'uniform'}",0.5608755827505827,0.6086154513888888,0.5847455170697358,0.023869934319153074,208
0.008935093879699707,0.0021659135818481445,0.28250157833099365,0.011932015419006348,ball_tree,20,manhattan,-1,39,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 39, 'weights': 'uniform'}",0.5592457022144522,0.5995279947916666,0.5793868485030594,0.020141146288607192,307
0.010454893112182617,0.0032949447631835938,0.2989795207977295,0.011408805847167969,ball_tree,20,manhattan,-1,41,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 41, 'weights': 'uniform'}",0.5640351835664336,0.6012641059027778,0.5826496447346057,0.018614461168172114,262
0.015334248542785645,0.005946516990661621,0.388530969619751,0.02427220344543457,ball_tree,20,manhattan,-1,43,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 43, 'weights': 'uniform'}",0.5602828161421911,0.6011013454861112,0.5806920808141511,0.020409264671960026,289
0.00650787353515625,0.0016472339630126953,0.30766427516937256,0.004286408424377441,ball_tree,20,manhattan,-1,45,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 45, 'weights': 'uniform'}",0.5656386582167832,0.6028917100694444,0.5842651841431138,0.018626525926330628,226
0.008873939514160156,0.0005199909210205078,0.3075721263885498,0.01454782485961914,ball_tree,20,manhattan,-1,47,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 47, 'weights': 'uniform'}",0.5681117060023311,0.588894314236111,0.578503010119221,0.010391304116889988,325
0.008749246597290039,0.004128456115722656,0.3122597932815552,0.01883518695831299,ball_tree,20,manhattan,-1,49,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 49, 'weights': 'uniform'}",0.5647199155011656,0.5815972222222222,0.5731585688616939,0.008438653360528292,406
0.010364055633544922,0.0003533363342285156,0.24389171600341797,0.027741670608520508,ball_tree,20,manhattan,-1,51,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 51, 'weights': 'uniform'}",0.5802365603146854,0.5708007812499999,0.5755186707823426,0.004717889532342756,370
0.0066269636154174805,0.002009749412536621,0.3025398254394531,0.009779691696166992,ball_tree,20,manhattan,-1,53,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 53, 'weights': 'uniform'}",0.5806162587412588,0.5594346788194443,0.5700254687803515,0.010590789960907232,442
0.010342597961425781,0.00030732154846191406,0.266507625579834,3.910064697265625e-05,ball_tree,20,manhattan,-1,55,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 55, 'weights': 'uniform'}",0.5782816142191143,0.5626627604166666,0.5704721873178904,0.007809426901223826,424
0.01043081283569336,0.0023779869079589844,0.255062460899353,0.022099852561950684,ball_tree,20,manhattan,-1,57,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 57, 'weights': 'uniform'}",0.5865794361888111,0.568115234375,0.5773473352819056,0.009232100906905572,361
0.007006287574768066,7.271766662597656e-06,0.3016359806060791,0.003592252731323242,ball_tree,20,manhattan,-1,59,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 59, 'weights': 'uniform'}",0.589177229020979,0.5665418836805555,0.5778595563507672,0.011317672670211776,343
0.014015555381774902,2.8252601623535156e-05,0.32064366340637207,0.024311304092407227,ball_tree,20,manhattan,-1,61,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 61, 'weights': 'uniform'}",0.5989729020979022,0.5568033854166666,0.5778881437572845,0.021084758340617793,334
0.006379961967468262,0.0013097524642944336,0.29525530338287354,0.002319931983947754,ball_tree,20,manhattan,-1,63,uniform,"{'algorithm': 'ball_tree', 'leaf_size': 20, 'metric': 'manhattan', 'n_jobs': -1, 'n_neighbors': 63, 'weights': 'uniform'}",0.5985622450466201,0.5720486111111112,0.5853054280788657,0.013256816967754492,199
